S/N,Code,Description,Table,Classification,Cleaned_Description,PCA_X,PCA_Y,Cluster
68,SM716L,"LARYNX, VARIOUS LESIONS, DIRECT LARYNGOSCOPE EXAMINATION WITH/WITHOUT BIOPSY",1B,Existing,larynx various lesion direct laryngoscope examination withwithout biopsy,0.2191687406895616,0.0672493019783553,-1
79,SG807K,"KIDNEY, NEPHROPTOSIS, NEPHROPEXY",3B,Existing,kidney nephroptosis nephropexy,-0.0424202644983737,-0.0593559688400945,0
27,SG806B,"BLADDER, INCONTINENCE, CORRECTION, ABDOMINAL APPROACH",5A,Existing,bladder incontinence correction abdominal approach,-0.0838589196351441,-0.0548730574798505,0
194,SK702T,"INTERCOSTAL NERVE, BLOCK, NEUROLYTIC (UP TO 3 LEVELS)",2A,Existing,intercostal nerve block neurolytic 3 level,-0.1060642400107719,-0.0892113020553437,0
199,SD813V,"VEIN, VARIOUS LESIONS, LIGATION (INCLUDE REPAIR OF ARTIFICIAL ARTERIO-VENOUS FISTULA)",2A,Existing,vein various lesion ligation include repair artificial arteriovenous fistula,0.1739311982802039,-0.0589089629001968,1
344,SB802M,"MANDIBLE OR MAXILLA, ALVEOLAR DEFECT/DEFORMITY, COMPLEX ALVEOLOPLASTY/UNILATERAL (LATERAL WINDOW) SINUS LIFT/RIDGE AUGMENTATION WITH GRAFTING",3A,Existing,mandible maxilla alveolar defectdeformity complex alveoloplastyunilateral lateral window sinus liftridge augmentation grafting,-0.0609551874694714,-0.0369273518147451,0
123,SG825U,"URETHRA, VARIOUS LESIONS, ANTERIOR URETHROPLASTY",4B,Existing,urethra various lesion anterior urethroplasty,0.3358634947582384,-0.0310100963713536,1
61,SL805E,"EYE, GLAUCOMA, SELECTIVE LASER TRABECULOPLASTY (UNILATERAL)",2A,Existing,eye glaucoma selective laser trabeculoplasty unilateral,-0.0817423945515195,-0.0519649779865645,0
295,SB710K,"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MOSAICPLASTY OR OSTEOARTICULAR TRANSFER SYSTEM (OATS) WITH OSTEOTOMY",6A,Existing,knee ligamentsmeniscuscartilagebone combined mosaicplasty osteoarticular transfer system oat osteotomy,-0.0709405115412103,-0.062381666204198,0
256,SF701P,"PANCREAS, TRANSPLANT (DONATION - CADAVERIC DONOR)",5C,Existing,pancreas transplant donation cadaveric donor,-0.0618971634314284,-0.0454308422661622,0
107,SM724N,"NOSE, VARIOUS LESIONS, SEPTOPLASTY/SUBMUCOUS RESECTION",3B,Existing,nose various lesion septoplastysubmucous resection,0.3691577475572655,-0.0123100118427963,1
293,SF801R,"RECTUM, HIRSCHSPRUNG'S DISEASE, ANAL SPHINCTEROTOMY",2C,Existing,rectum hirschsprung disease anal sphincterotomy,-0.0781078048401613,-0.046554743663691,0
89,SD702H,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (AICD)/PACEMAKER LEAD EXTRACTION",4A,Existing,heart automatic implantable cardioverter defibrillator aicdpacemaker lead extraction,-0.084133505710318,-0.0866290326389706,0
72,SA708S,"SKIN, SURGICAL TREATMENT FOR VITILIGO (INVOLVING NON-CULTURED CELLULAR GRAFTING) (<20 SQ CM)",3C,Existing,skin surgical treatment vitiligo involving noncultured cellular grafting 20 sq cm,-0.0921297576919811,0.0805271015229802,0
64,SA705R,"RADIOTHERAPY, INTRA-OPERATIVE RADIOTHERAPY (ELECTRONS OR KILOVOLTAGE): BREAST, SARCOMA, UPPER GI, LOWER GI, OTHER SITES",3A,Existing,radiotherapy intraoperative radiotherapy electron kilovoltage breast sarcoma upper gi lower gi site,-0.0821263118929375,-0.0205710298021933,0
43,SC717T,"THORAX, TUMOR (MEDIASTINAL), COMPLEX RESECTION",6A,Existing,thorax tumor mediastinal complex resection,-0.092087350151778,0.0431357544853727,0
443,SB740S,"SPINE, VERTEBROPLASTY OR KYPHOPLASTY (SINGLE LEVEL)",4A,Existing,spine vertebroplasty kyphoplasty single level,-0.0794608116293004,-0.0802428110902275,0
83,SK715N,"NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION",3C,Existing,nerve lower limb entrapment syndrome decompression,-0.1004865785557575,-0.0354561526239958,0
19,SG718B,"BLADDER/URETHRA, CYSTOSCOPY, WITH URETHRAL DILATATION",1C,Existing,bladderurethra cystoscopy urethral dilatation,-0.0772979369129858,-0.0409342434894419,0
144,SF805E,"ESOPHAGUS, TUMOR, BYPASS WITH STOMACH/INTESTINE",5C,Descriptor change,esophagus tumor bypass stomachintestine,-0.1020477116327419,0.0445262818130035,0
301,SB716K,"KNEE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT (UNILATERAL) WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change,knee various lesion primary total joint replacement unilateral augmentation requiring extra implant bone graft,0.1352140188916764,-0.0614433966253343,1
109,SK745N,"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (SINGLE)",2C,Existing,nervedigital injury microsurgical repair single,-0.1213181978697622,-0.0701571084351704,0
134,SI702V,"VAGINA, CYSTOCOELE, TRANSOBTURATOR MESH",3B,Existing,vagina cystocoele transobturator mesh,-0.086225083114979,-0.052721849239853,0
4,SM702E,"EAR (MIDDLE), VARIOUS LESIONS (BENIGN CONDITION), EXCISION BIOPSY",2A,Existing,ear middle various lesion benign condition excision biopsy,0.1902687728756465,0.2452517187264676,-1
516,SB830T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (SINGLE)",1C,Existing,toe various lesion toe amputation single,0.1601226404583062,-0.030942318703531,1
6,SB705A,"ANKLE, THERAPEUTIC ARTHROSCOPY",4A,Existing,ankle therapeutic arthroscopy,-0.0640752725216977,-0.0532605916147759,0
35,SD734A,"ARTERY-PSEUDOANEURYSM, THROMBIN INJECTION",2A,Existing,arterypseudoaneurysm thrombin injection,-0.0760301982926697,-0.0598760416537672,0
451,SB750S,"SPINE, INFECTION, ANTERIOR DRAINAGE AND DEBRIDEMENT WITHOUT FUSION OR OTHER PROCEDURES",4A,Existing,spine infection anterior drainage debridement without fusion procedure,-0.0774033917619878,-0.1166185432343896,0
358,SB816M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, INSERTION OF ENDOSSEOUS DENTAL IMPLANT (SINGLE)(FOR MULTIPLE PLACEMENT OF IMPLANTS, NUMBER OF CLAIMS = NUMBER OF IMPLANTS PLACED )",2C,Existing,mandible maxilla various lesion insertion endosseous dental implant singlefor multiple placement implant number claim number implant placed,0.1026908949632463,-0.0708504353276549,1
178,SB721H,"HIP, OPEN REDUCTION WITH ACETABULAR OR FEMORAL OSTEOTOMIES",5B,Existing,hip open reduction acetabular femoral osteotomy,-0.0970178155849249,-0.1460525419286594,0
336,SB708M,"MANDIBLE, ATROPHY, LATERALISATION OF INFERIOR DENTAL NERVE WITH IMPLANT FIXTURES PLACEMENT, BILATERAL.",5A,Existing,mandible atrophy lateralisation inferior dental nerve implant fixture placement bilateral,-0.072839402875799,-0.082879073649723,0
36,SE820L,"LYMPHATICS, LYMPHEDEMA, EXCISION (SMALL)",2A,Existing,lymphatics lymphedema excision small,-0.0934324101429196,0.2188051447853865,0
7,SL704B,"BROW, DIRECT BROWPLASTY, UNILATERAL",3A,Existing,brow direct browplasty unilateral,-0.0699108306936871,-0.0344335249364348,0
199,SA700T,"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/LARGE BURSA, (>3CM) EXCISION BIOPSY",2B,Existing,tendon sheath subcutaneous tissue ganglionlarge bursa 3cm excision biopsy,-0.0946079006333827,0.4048020599330226,0
362,SB820M,"MANDIBLE, VARIOUS LESIONS, RECONSTRUCTION WITH BONE",5C,Existing,mandible various lesion reconstruction bone,0.3102197105121307,-0.0146898191220622,1
9,SI800C,"CERVIX, TEAR, SIMPLE REPAIR WITHOUT ANESTHESIA",MSP,Existing,cervix tear simple repair without anesthesia,-0.0906008477939283,-0.0680010992279386,0
391,SB849M,"MUSCLE (UPPER LIMB), RUPTURE, REPAIR",2C,Existing,muscle upper limb rupture repair,-0.142577893786737,-0.0146085382840437,0
320,SB807L,"UPPER LIMB/LOWER LIMB, OPEN FRACTURES WITH DEBRIDEMENT AND EXTERNAL FIXATION (RING / MULTIPLANAR / UNIPLANAR)",4B,Descriptor change,upper limblower limb open fracture debridement external fixation ring multiplanar uniplanar,-0.1480253242028448,-0.1113713614386139,0
109,SB718F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), POST MEDIAL RELEASE",4C,Existing,foot congenital talipes equinovarus ctev post medial release,-0.0916710684735171,-0.0404090087928428,0
63,SK703F,"FACIAL, TRIGEMINAL NERVE BLOCK, ANAESTHETIC",1B,Existing,facial trigeminal nerve block anaesthetic,-0.1049571107466114,-0.0853021720499358,0
52,SH803S,"SPERMATIC CORD, SPERMATOCELE/EPIDIDYMAL CYST, EXCISION",2A,Existing,spermatic cord spermatoceleepididymal cyst excision,-0.089230878187467,0.2191032357370313,0
60,SA701R,"RADIOTHERAPY, INTERSTITIAL BRACHYTHERAPY (WITH/WITHOUT OPEN SURGERY)",4B,Existing,radiotherapy interstitial brachytherapy withwithout open surgery,-0.0815329598401131,-0.0663766853806978,0
30,SD729A,"ARTERY, VARIOUS LESIONS, FLUSH AORTOGRAM OR SINGLE VESSEL DIAGNOSTIC ANGIOGRAM",2C,Existing,artery various lesion flush aortogram single vessel diagnostic angiogram,0.248961647747615,-0.0521519688935113,1
30,SK707B,"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, BILATERAL",4A,Existing,brain hydrocephalus external ventricular drainage bilateral,-0.087598028652614,-0.0597437330437035,0
8,SB800A,"ANKLE, DISLOCATION, OPEN REDUCTION",3B,Existing,ankle dislocation open reduction,-0.1036167633492203,-0.1388205668619783,0
160,SI809V,"VAGINA, LACERATIONS (SIMPLE), DEBRIDEMENT/SUTURE (EXCLUDES EPISIOTOMY)",1C,Existing,vagina laceration simple debridementsuture excludes episiotomy,-0.0980847851470562,-0.0507756202383683,0
184,SK805S,"SKULL, DEFECT, CRANIOPLASTY (SMALL)",5A,Existing,skull defect cranioplasty small,-0.102544839777366,0.0286732963738085,0
100,SF806B,"BILE DUCT, VARIOUS LESIONS, REVISION HIGH BILIARY STRICTURE/ RADICAL RESECTION",7C,Existing,bile duct various lesion revision high biliary stricture radical resection,0.1502771698730963,-0.0280409838553997,1
163,SA868S,"SKIN, SCAR (EXTENSIVE), REVISION",3B,Existing,skin scar extensive revision,-0.0819536748665215,0.1215034185509089,0
117,SL708L,"LENS, SECONDARY SCLERAL FIXATED INTRAOCULAR LENS IMPLANTATION",5A,Existing,lens secondary scleral fixated intraocular lens implantation,-0.0730525608328758,-0.0550813296474113,0
28,SF805A,"ABDOMINAL/RETROPERITONEAL TUMOUR, RECURRENT RESECTION WITH OR WITHOUT VASCULAR INVOLVEMENT AND VASCULAR REPAIR",6B,Existing,abdominalretroperitoneal tumour recurrent resection without vascular involvement vascular repair,-0.0886494358087319,-0.0520261848732378,0
480,SB705T,"TIBIA, TIBIAL SHAFT FRACTURE, INTRAMEDULLARY NAILING (LOCKED/UNLOCKED)",4B,Existing,tibia tibial shaft fracture intramedullary nailing lockedunlocked,-0.1037116090573354,-0.0935519993750748,0
57,SB829B,"BONE (UPPER LIMB), TUMOUR (MALIGNANT), WIDE EXCISION WITH RECONSTRUCTION/INTERNAL FIXATION",5A,Existing,bone upper limb tumour malignant wide excision reconstructioninternal fixation,-0.1423713158658165,0.1691956934043812,0
307,SB804K,"KNEE, VARIOUS LESIONS, ARTHROTOMY",3B,Existing,knee various lesion arthrotomy,0.4507624449554716,-0.0319324333685825,1
104,SI817U,"UTERUS, GENETIC ABNORMALITY, ULTRASOUND GUIDED CHORIONIC BIOPSY",1C,Existing,uterus genetic abnormality ultrasound guided chorionic biopsy,-0.0356387073028537,0.0403279805257604,0
135,SK707S,"SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, MORE THAN 2",4A,Existing,sacral root block neurolytic radiofrequency imaging guided 2,-0.0734306012690152,-0.0804188053453684,0
13,SF714A,ANGIOEMBOLISATION FOR TRAUMA,4B,Existing,angioembolisation trauma,-0.0887298931368177,-0.0552228302200167,0
105,SM722N,"NOSE, VARIOUS LESIONS, RHINOPLASTY (SECONDARY REVISION)",5A,Existing,nose various lesion rhinoplasty secondary revision,0.2040150099141237,-0.019637436400096,1
21,SA807B,"BREAST, GYNECOMASTIA, REDUCTION (UNILATERAL)",3A,Existing,breast gynecomastia reduction unilateral,-0.0899456363338646,-0.0877602087595826,0
8,SK707A,"ARTERY, INTRACRANIAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION",6B,Existing,artery intracranial aneurysmarteriovenous malformation embolisation,-0.0625653941734646,-0.0597517625094721,0
43,SD801A,"AORTA, DESCENDING AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",7A,Existing,aorta descending aortic aneurysm excision insertion graft,-0.0770424455911554,0.1405387851423722,0
182,SB725H,"HIP/KNEE, REMOVAL OF PROSTHESES WITH OR WITHOUT SPACER",5A,Existing,hipknee removal prosthesis without spacer,-0.0869676195868344,-0.0750125389631099,0
339,SB711M,"MANDIBLE, VARIOUS LESIONS, BODY OR RAMUS OSTEOTOMY WITH INSERTION OF DISTRACTION OSTEOGENESIS DEVICE",5C,Existing,mandible various lesion body ramus osteotomy insertion distraction osteogenesis device,0.1471424896330928,-0.0507600606023934,1
130,SF802D,"DUODENUM, TRAUMA, BYPASS OPERATION",5A,Existing,duodenum trauma bypass operation,-0.0784785895112589,-0.0673033750636886,0
82,SI719U,"UTERUS, PROLAPSE, CYSTOCOELE, RECTOCOELE, AMPUTATION OF CERVIX + VAGINAL SACROSPINOUS LIGAMENT HYSTEROPEXY + ANTEIOR REPAIR + POSTERIOR REPAIR",4B,Existing,uterus prolapse cystocoele rectocoele amputation cervix vaginal sacrospinous ligament hysteropexy anteior repair posterior repair,-0.1126906982312837,-0.0889745741264327,0
84,SA720S,"SOFT TISSUE (PALMAR SPACE), ABSCESS, DRAINAGE",2B,Existing,soft tissue palmar space abscess drainage,-0.1204695427952364,0.0918538844173162,0
29,SE813L,"LYMPHATICS, CYSTIC HYGROMA, EXCISION (EXTENSIVE) WITH/WITHOUT THORACOTOMY",5C,Existing,lymphatics cystic hygroma excision extensive withwithout thoracotomy,-0.0773706734622087,0.1805462904404858,0
8,SF709A,"ABDOMINAL CAVITY, RECURRENT ABDOMINAL TUMOR, RESECTION WITH COMPLETE ABDOMINOPELVIC PERITONECTOMY AND HYPERTHERMIC INTRAOPERATIVE CHEMOTHERAPY",7A,Existing,abdominal cavity recurrent abdominal tumor resection complete abdominopelvic peritonectomy hyperthermic intraoperative chemotherapy,-0.0852684852139711,0.0072722346724317,0
221,SF710M,"MOUTH, PERIODONTIUM, BONE DEFECT/DEFORMITY, AUGMENTATION (NON-AUTOGENOUS) /REGENERATION",2A,Existing,mouth periodontium bone defectdeformity augmentation nonautogenous regeneration,-0.0817267144451183,0.0002408365792055,0
71,SB805C,"CLAVICLE, CLAVICLE FRACTURE, SIMPLE",3B,Existing,clavicle clavicle fracture simple,-0.0954566839703288,-0.0729946382212384,0
156,SI805V,"VAGINA, FISTULA, REPAIR (SIMPLE)",4A,Existing,vagina fistula repair simple,-0.1215158879422665,-0.0769747863989201,0
162,SD704V,"VEIN, CENTRAL VEINS (SUPERIOR VENA CAVA, BRACHIOCEPHALIC VEINS, INFERIOR VENA CAVA, ILIAC VEINS) VARIOUS LESIONS, DIAGNOSTIC VENOGRAPHY",2A,Existing,vein central vein superior vena cava brachiocephalic vein inferior vena cava iliac vein various lesion diagnostic venography,0.0921652243847307,-0.0789968650682695,1
3,SF704A,"ABDOMEN, LAPAROTOMY, TRAUMA REOPERATION",5A,Existing,abdomen laparotomy trauma reoperation,-0.0851575449242649,-0.0482470566379169,0
76,SM704M,"MOUTH, VARIOUS LESIONS, UVULOTOMY",1B,Existing,mouth various lesion uvulotomy,0.4667989385668812,0.0320624324322725,-1
143,SF804E,"ESOPHAGUS, TUMOR, ALLISON/IVOR-LEWIS OPERATION",6B,Existing,esophagus tumor allisonivorlewis operation,-0.1038794794813938,0.0417933252731455,0
87,SK719N,"NERVE (UPPER LIMB), DEFECT, GRAFT (SINGLE) USING MICROSURGICAL TECHNIQUES",4B,Existing,nerve upper limb defect graft single using microsurgical technique,-0.1168058219942154,0.0020966395447887,0
230,SB841H,"HUMERUS, PROXIMAL /MID-SHAFT/SUPRACONDYLAR FRACTURE, PLATE FIXATION",4A,"Descriptor
change",humerus proximal midshaftsupracondylar fracture plate fixation,-0.1247391547097072,-0.1320042848895594,0
104,SK740N,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 2 NERVES)",2B,Existing,peripheral nerve block neurolytic 2 nerve,-0.1044640838481432,-0.0867840898315819,0
160,SD702V,"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN (ENDOSCOPIC)",4A,Existing,vein varicosity high ligation complete strippingexcision longlong short saphenous vein endoscopic,-0.0715664862449634,-0.0764551283198714,0
49,SL718E,"EYELIDS, VARIOUS LESIONS, UPPER BLEPHAROPLASTY, BILATERAL",3C,Existing,eyelid various lesion upper blepharoplasty bilateral,0.2850708590057459,-0.0114582966775553,1
259,SB805J,"JOINTS (FINGER, INTERPHALANGEAL JOINTS, METACARPOPHALANGEAL JOINTS), SYNOVITIS, SYNOVECTOMY",2C,Existing,joint finger interphalangeal joint metacarpophalangeal joint synovitis synovectomy,-0.0210577518160351,-0.0942434194624105,0
79,SA715S,"SOFT TISSUE (LOWER LIMB), TUMOR/TUMOR-LIKE LESIONS, MARGINAL EXCISION",2C,Existing,soft tissue lower limb tumortumorlike lesion marginal excision,0.010608730825358,0.3261678939832077,-1
41,SE801M,"MARROW, VARIOUS LESIONS, DIAGNOSTIC ASPIRATION",1A,Existing,marrow various lesion diagnostic aspiration,0.3024623495300469,-0.0299605823359151,1
33,SA819B,"BREAST, POST MASTECTOMY, RECONSTRUCTION USING FREE FLAP (UNILATERAL)",7C,Existing,breast post mastectomy reconstruction using free flap unilateral,-0.0814807660119341,0.001776618177204,0
134,SL700O,"OCULAR SURFACE PROCEDURE INCLUDING AMNIOTIC MEMBRANE TRANSPLANT (COMPLEX, CULTURED GRAFTS/EXTENSIVE RECONSTRUCTION)",5C,Existing,ocular surface procedure including amniotic membrane transplant complex cultured graftsextensive reconstruction,-0.0848435836288304,-0.0581796553111571,0
28,SI704F,"FALLOPIAN TUBE, STERILISATION",3A,"Uptable, Descriptor change",fallopian tube sterilisation,-0.0851745975060245,-0.0582166324377843,0
86,SL833E,"EYELIDS, PTOSIS, CORRECTION LEVATOR PALPEBRAE SUPERIORIS RESECTION (BILATERAL)",5B,Existing,eyelid ptosis correction levator palpebrae superioris resection bilateral,-0.0757009599090233,-0.0501206182184928,0
181,SB724H,"HIP, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT",6C,Descriptor change,hip various lesion revision total joint replacement,0.2599148021268372,-0.0753417452377119,1
27,SB712B,"BURSA, BURSITIS, EXCISION BIOPSY (MORE THAN 1/BILATERAL)",2C,Existing,bursa bursitis excision biopsy 1bilateral,-0.019816044896095,0.582465334092306,-1
21,SE805L,"LYMPH NODE (INGUINAL), VARIOUS LESIONS, LIMITED EXCISION",3B,Existing,lymph node inguinal various lesion limited excision,0.2000787176550445,0.1844563734135955,-1
183,SI832V,"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY WITH SKIN FLAP CLOSURE",5A,Descriptor change,vulva malignant condition radical vulvectomy skin flap closure,-0.1060903527371461,0.1484492895333746,0
487,SB801T,"TENDON (UPPER LIMB), BOWSTRINGING/ENTRAPMENT, PULLEY RECONSTRUCTION",3B,Existing,tendon upper limb bowstringingentrapment pulley reconstruction,-0.1208849882763183,0.0013459546789695,0
149,SK724S,"SPINAL CORD, STIMULATION/MODULATION",5C,Descriptor change,spinal cord stimulationmodulation,-0.0719808732070508,-0.0222781614574929,0
106,SB715F,"FOOT, ACHILLES TENDON RECONSTRUCTION",4A,Existing,foot achilles tendon reconstruction,-0.0887944518105825,-0.0307090432317855,0
10,SB802A,"ANKLE, VARIOUS LESIONS, ARTHRODESIS (SURGICAL FUSION)",5A,Existing,ankle various lesion arthrodesis surgical fusion,0.207179362683726,-0.0443389114627618,1
64,SC813T,"THORAX, VARIOUS LESIONS, THORACOTOMY WITH PULMONARY DECORTICATION, WITH OR WITHOUT THORACOPLASTY AND/OR MYOPLASTY",5A,Existing,thorax various lesion thoracotomy pulmonary decortication without thoracoplasty andor myoplasty,0.1851261449665038,-0.0503586709876006,1
101,SG802U,"URETER, CUTANEOUS URETEROSTOMY, CLOSURE",2C,Existing,ureter cutaneous ureterostomy closure,-0.0388498464026902,-0.0513759749482237,0
129,SM711S,"SINUSES, NASAL, VARIOUS LESIONS OF ANTRUM, PROOF PUNCTURE WITH/WITHOUT LAVAGE",1B,Descriptor change,sinus nasal various lesion antrum proof puncture withwithout lavage,0.28378640528585,-0.0012264041254631,1
32,SE816L,"LYMPHATICS, LYMPHEDEMA, EXCISION (EXTENSIVE AND COMPLEX)",7C,Existing,lymphatics lymphedema excision extensive complex,-0.0976338399912793,0.1862443372267888,0
534,SB806U,"UPPER LIMB, VARIOUS LESIONS, FOREQUARTER AMPUTATION",6B,Existing,upper limb various lesion forequarter amputation,0.2775220317957771,0.0124650691484484,1
41,SG820B,"BLADDER, VARIOUS LESIONS, REPAIR, COMPLICATED (E.G. DEFECT >3CM OR TRIGONE INVOLVEMENT, BLADDER RECONSTRUCTION)",4A,New,bladder various lesion repair complicated eg defect 3cm trigone involvement bladder reconstruction,0.0943224950401897,-0.0090251463608304,-1
39,SK803B,"BRAIN, CAROTICO-CAVERNOUS FISTULA, EXTRACRANIAL AND INTRACRANIAL TRAPPING",7B,Existing,brain caroticocavernous fistula extracranial intracranial trapping,-0.0764151369780866,-0.0421851590524654,0
60,SD818A,"ARTERY, DEFECT, ARTERIAL PATCH GRAFT",4A,Existing,artery defect arterial patch graft,-0.0715834207593568,0.0115073237721169,0
110,SM800N,"NECK, ABSCESS (DEEP NECK SPACE/S), TRANSCERVICAL DRAINAGE (INCLUDES PARAPHARYNGEAL/RETROPHARYNGEAL SPACES)",3C,New,neck abscess deep neck space transcervical drainage includes parapharyngealretropharyngeal space,-0.093348040514816,-0.0083275447317763,0
