S/N,Code,Description,Table,Classification
186,SA891S,"SUBCUTANEOUS TISSUE (BUTTOCKS), OBESITY,
LIPOSUCTION",3B,Existing
187,SA892S,"SUBCUTANEOUS TISSUE (FACE), OBESITY, LIPOSUCTION",2C,Existing
188,SA893S,"SUBCUTANEOUS TISSUE (THIGH), OBESITY, LIPOSUCTION",3C,Existing
189,SA894S,"SUBCUTANEOUS TISSUE (UPPER LIMBS), OBESITY,
LIPOSUCTION",3A,Existing
190,SA895S,"SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY, TRANSVERSE WEDGE EXCISION OF ABDOMINAL APRON/LIPECTOMY WITH EXCISION OF SKIN, FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",4A,Existing
191,SA896S,"SUBCUTANEOUS TISSUE, OBESITY, LIPECTOMY,
EXCISION WITH UNDERMINING OF SKIN EDGES AND STRENGTHENING OF ABDOMINAL WALL/RADICAL ABDOMINOPLASTY WITH REPAIR OF ABDOMINAL WALL AND TRANSPOSITION OF UMBILICUS FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",5C,Existing
192,SA898S,"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (UNILATERAL)",2C,Existing
193,SA899S,"SKIN, INTRALESIONAL STEROID INJECTION",MSP,Existing
194,SA900S,"SUBCUTANEOUS TISSUE, OBESITY, EXCISION/LIPECTOMY, LIMBS (UNILATERAL/BILATERAL) FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",4A,Existing
195,SA901S,"SUBCUTANEOUS TISSUE, OBESITY, EXCISION/LIPECTOMY, THORAX/BACK/BUTTOCKS,
FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",4B,Existing
196,SA903S,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, LESS THAN 10 LESIONS, NOT REQUIRING GENERAL ANAESTHESIA",MSP,New
197,SA904S,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, 10 OR MORE
LESIONS, NOT REQUIRING GENERAL ANAESTHESIA",1A,New
198,SA905S,"SKIN, PRE-MALIGNANT LESIONS, EXCISION/VAPORISATION BY LASER AND OTHER ABLATIVE MODALITIES, THERAPEUTIC, SINGLE/MULTIPLE, WHERE UNDERTAKEN IN THE OPERATING THEATRE REQUIRING GENERAL ANAESTHESIA",1B,New
199,SA700T,"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/LARGE BURSA, (>3CM) EXCISION BIOPSY",2B,Existing
200,SA800T,"TENDON SHEATH AND SUBCUTANEOUS TISSUE,
GANGLION/SMALL BURSA, (<3CM) EXCISION BIOPSY",1C,Existing
1,SB700A,"ANKLE, ANKLE FRACTURE, BIMALLEOLAR, ORIF",4A,Existing
2,SB701A,"ANKLE, COMMINUTED PLAFOND FRACTURE ORIF",5A,Existing
3,SB702A,"ANKLE, LIGAMENTOUS INSTABILITY, RECONSTRUCTION
OF LIGAMENTS",5A,"Descriptor
change"
4,SB703A,"ANKLE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor Change
5,SB704A,"ANKLE, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT",6C,Descriptor change
6,SB705A,"ANKLE, THERAPEUTIC ARTHROSCOPY",4A,Existing
7,SB746A,"ASPIRATION, DEEP MUSCULOSKELETAL TISSUES, UNDER RADIOLOGICAL GUIDANCE",1A,Existing
8,SB800A,"ANKLE, DISLOCATION, OPEN REDUCTION",3B,Existing
9,SB801A,"ANKLE, ANKLE FRACTURE, UNIMALLEOLAR, ORIF",3B,Existing
10,SB802A,"ANKLE, VARIOUS LESIONS, ARTHRODESIS (SURGICAL FUSION)",5A,Existing
11,SB803A,"ANKLE, VARIOUS LESIONS, OPEN EXCISION/INTERPOSITION ARTHROPLASTY, WITH OR WITHOUT RESURFACING",4C,Existing
12,SB804A,"ANKLE, VARIOUS LESIONS, REPAIR OF LIGAMENTS",3A,Existing
13,SB805A,"ANKLE, VARIOUS LESIONS, SYNOVECTOMIES",3B,Existing
14,SB806A,"ANKLE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT",6A,Descriptor change
15,SB700B,"BONE (LOWER LIMB), TUMOR (BENIGN), >3 CM WITH BONE GRAFTING +/- RECONSTRUCTION/INTERNAL FIXATION",5A,Existing
16,SB701B,"BONE (LOWER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION >6CM WITH RECONSTRUCTION AND BONE GRAFT",6A,Existing
17,SB702B,"BONE (SKULL), TUMOR (LARGE>3CM), EXCISION AND EXTENSIVE RECONSTRUCTION (DURA, SKULL, SKIN)",7B,Existing
18,SB703B,"BONE (UPPER/LOWER LIMB), EXOSTOSIS, EXCISION BIOPSY (MORE THAN1/ BILATERAL)",3A,Existing
19,SB704B,"BONE (UPPER LIMB), TUMOR (BENIGN), MAJOR EXCISION
>3 CM WITH BONE GRAFTING +/- RECONSTRUCTION/INTERNAL FIXATION",5A,Existing
20,SB705B,"BONE, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE, > 1 LESION
(RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",4A,Existing
21,SB706B,"BONE, TUMOUR, IMAGING GUIDED PERCUTANEOUS
LOCAL ABLATION (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL,ETC) , SINGLE LESION",3C,Existing
22,SB707B,"BONE, TUMOR (MALIGNANT), AROUND JOINTS WITH LIMB
RECONSTRUCTION AND JOINT REPLACEMENT",7A,Existing
23,SB708B,"BONE, TUMOUR (MALIGNANT), WIDE/MAJOR RESECTION AND RECONSTRUCTION (VASCULARISED BONE GRAFT)",7B,Existing
24,SB709B,"BONE, VARIOUS LESIONS, OPEN BIOPSY,
CEMENTING/PLATE FIXATION",1B,Existing
25,SB710B,"BONE/SOFT TISSUE, VARIOUS LESIONS, TRUCUT BIOPSY",1B,Existing
26,SB711B,"BONE/ SOFT TISSUE, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY",2B,Existing
27,SB712B,"BURSA, BURSITIS, EXCISION BIOPSY (MORE THAN 1/BILATERAL)",2C,Existing
28,SB713B,"BONE, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX, > 1 LESION (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE,
LASER, ALCOHOL, ETC)",4B,Existing
29,SB800B,"BONE, CYST/TUMOUR BENIGN/BENIGN AGGRESSIVE, CURRETTAGE/BURRING/BONE GRAFTING/CEMENTING",4A,Existing
30,SB801B,"BONE (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH INTERNAL FIXATION WITH OR WITHOUT FLUOROSCOPY",5C,Existing
31,SB802B,"BONE (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH OSTEOTOMY ALONE",4A,Existing
32,SB803B,"BONE (LOWER LIMB), DEFECT/NON UNION, IMPLANTATION OF BONE STIMULATOR",3B,Existing
33,SB804B,"BONE (LOWER LIMB), FRACTURE/DISLOCATION, MANIPULATION AND KIRSCHNER WIRE FIXATION",3B,Existing
34,SB805B,"BONE (LOWER LIMB), GRADE 1 AND 2 OPEN FRACTURES/OPEN DISLOCATION OR OPEN FRACTURE- DISLOCATION WOUND DEBRIDEMENT",2B,Existing
35,SB806B,"BONE (LOWER LIMB), OSTEOMYELITIS, DRAINAGE WITH CURETTAGE AND IRRIGATION",4A,Existing
36,SB807B,"BONE (LOWER LIMB), OSTEOMYELITIS, SIMPLE
DRAINAGE",2B,Existing
37,SB808B,"BONE AND JOINTS (LOWER LIMB), PLATES AND SCREWS/NAILS, REMOVAL",2B,Existing
38,SB809B,"BONE AND JOINTS (LOWER LIMB), REMOVAL OF SIMPLE IMPLANTS (E.G. RUSH RODS/WIRES/K- WIRES/PINS/SCREWS)",1C,Existing
39,SB810B,"BONE (LOWER LIMB), TUMOR (BENIGN), <3 CM WITH BONE GRAFTING +/- RECONSTRUCTION/INTERNAL FIXATION",4A,Existing
40,SB811B,"BONE (LOWER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION (<6CM) WITH RECONSTRUCTION AND BONE GRAFTING",5C,Existing
41,SB812B,"BONE (LOWER LIMB), VARIOUS LESIONS, EPIPHYSIOLYSIS WITH/WITHOUT MICROSURGERY",5C,Existing
42,SB813B,"BONE (SKULL), TUMOR (SMALL<3CM) EXCISION WITH CRANIOPLASTY",5B,Existing
43,SB814B,"BONE (SKULL), TUMOR (LARGE>3CM) EXCISION WITH
CRANIOPLASTY",6B,Existing
44,SB815B,"BONE (SKULL), TUMOR (MALIGNANT), WIDE EXCISION",5C,Existing
45,SB817B,"BONE (UPPER/LOWER LIMB), BONE LOSS/NONUNION, BONE GRAFTING",3C,Existing
46,SB818B,"BONE (UPPER LIMB), DEFORMITIES, CORRECTIVE
SURGERY",4B,Existing
47,SB819B,"BONE AND JOINTS (UPPER LIMB), DEFORMITIES, OSTEOTOMIES AND FIXATION WITH OR WITHOUT FLUOROSCOPY/BONE GRAFT",5C,Existing
48,SB820B,"BONE (UPPER/LOWER LIMB), EXOSTOSIS, EXCISION BIOPSY (SINGLE)",2C,Existing
49,SB821B,"BONE (UPPER LIMB), FRACTURE/DISLOCATION/SPRAIN, FULL CAST",MSP,Existing
50,SB822B,"BONE (UPPER LIMB), GRADE 1 AND 2 OPEN FRACTURES/OPEN DISLOCATION OR OPEN FRACTURE- DISLOCATION, WOUND DEBRIDEMENT",2B,Existing
51,SB823B,"BONE (UPPER LIMB), OSTEOMYELITIS, EXTENSIVE
CURETTAGE/DEBRIDEMENT AND IRRIGATION",4A,Existing
52,SB824B,"BONE (UPPER LIMB), OSTEOMYELITIS SIMPLE DRAINAGE",2B,Existing
53,SB825B,"BONE AND JOINTS (UPPER LIMB), PLATES AND SCREWS, REMOVAL",2B,Existing
54,SB826B,"BONE AND JOINTS (UPPER LIMB), REMOVAL OF SIMPLE IMPLANTS (E.G. RUSH RODS/WIRES/K- WIRES/PINS/SCREWS)",1C,Existing
55,SB827B,"BONE (UPPER LIMB), TUMOR (BENIGN), MAJOR EXCISION
<3 CM WITH BONE GRAFTING +/- RECONSTRUCTION/INTERNAL FIXATION",4A,Existing
56,SB828B,"BONE (UPPER LIMB), TUMOR (MALIGNANT), RADICAL EXCISION WITH RECONSTRUCTION/INTERNAL FIXATION",6B,Existing
57,SB829B,"BONE (UPPER LIMB), TUMOUR (MALIGNANT), WIDE EXCISION WITH RECONSTRUCTION/INTERNAL FIXATION",5A,Existing
58,SB830B,"BONE (UPPER/LOWER LIMB), VARIOUS LESIONS, BONE LOSS, BONE TRANSFER",6A,Existing
59,SB831B,"BONE, TUMOR (MALIGNANT), WIDE/MAJOR RESECTION AND RECONSTRUCTION (NON VASCULARISED BONE GRAFT)",6B,Existing
60,SB832B,"BONE, VARIOUS LESIONS, BIOPSY",1B,Existing
61,SB833B,"BONE (UPPER LIMB/LOWER LIMB), VARIOUS LESIONS, VASCULARISED BONE TRANSFER",7C,Existing
62,SB834B,"BURSA, BURSITIS, EXCISION BIOPSY (SINGLE)",2A,Existing
63,SB700C,"CALCANEUM FRACTURE EXTRA-ARTICULAR OPEN
REDUCTION INTERNAL FIXATION",3C,Existing
64,SB701C,"CLAVICLE, CLAVICLE FRACTURE, COMMINUTED PLATING WITH OR WITHOUT BONE GRAFTING",4A,Existing
65,SB702C,"CLAVICLE, CLAVICLE FRACTURE, DELAYED UNION/REVISION AND ORIF WITH/WITHOUT BONE GRAFTING",4B,Existing
66,SB800C,"CARPUS, DELAYED/NON UNION, RECONSTRUCTION",5C,Existing
67,SB801C,"CARPUS, FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION",4B,Existing
68,SB802C,"CERVICAL SPINE, VARIOUS LESIONS - ANTERIOR DECOMPRESSION AND FUSION AND/OR DISC REPLACEMENT (2 SEGMENTS)",6B,Descriptor change
69,SB803C,"CERVICAL SPINE, VARIOUS LESIONS - ANTERIOR DECOMPRESSION AND FUSION OR DISC REPLACEMENT
(1 SEGMENT)",6A,Existing
70,SB804C,CERVICAL SPINE - APPLICATION OF SKULL CALIPERS WITHOUT OTHER PROCEDURES,MSP,Existing
71,SB805C,"CLAVICLE, CLAVICLE FRACTURE, SIMPLE",3B,Existing
72,SB806C,"COCCYX, VARIOUS LESIONS, EXCISION",2C,Existing
73,SB700D,"DIGIT(S), NAILBED LACERATION, NAILBED GRAFTING",4A,Existing
74,SB701D,"DIGIT(S), SOFT TISSUE DEFECT, COMPLEX SMALL SKIN
FLAPS, MULTIPLE FLAPS",5A,Existing
75,SB702D,"DIGIT(S), SOFT TISSUE DEFECT, LARGE COMPLEX PEDICLED FLAPS",5C,Existing
76,SB703D,"DIGIT(S), SOFT TISSUE DEFECT, SIMPLE SKIN FLAP",3A,Existing
77,SB700E,"ELBOW,THERAPEUTIC ARTHROSCOPY",4A,Existing
78,SB701E,"ELBOW, CONDYLE/RADIAL HEAD FRACTURE, RADIAL
HEAD EXCISION/CONDYLE/ARTHROPLASTY",4B,Existing
79,SB702E,"ELBOW, CORONOID FRACTURE, ORIF",4B,Existing
80,SB703E,"ELBOW, DISLOCATION , LIGAMENT REPAIR (COMPLEX,
WITH/WITHOUT IMPLANT)",4A,Existing
81,SB704E,"ELBOW, DISLOCATION , LIGAMENT REPAIR (SINGLE)",3A,Existing
82,SB705E,"ELBOW, FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (ORIF)",3C,Existing
83,SB706E,"ELBOW, SUPRACONDYLAR FRACTURE, M&R, PERCUTANEOUS PINNING",3C,Existing
84,SB707E,"ELBOW, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change
85,SB708E,"ELBOW, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY",6A,Descriptor change
86,SB709E,"ELBOW, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY",6C,Descriptor change
87,SB800E,"ELBOW (MEDIAL EPICONDYLE), FRACTURE, EXCISION BONY FRAGMENT",2B,Existing
88,SB801E,"ELBOW, FRACTURE/ DISLOCATION, REPAIR OF LIGAMENTS/ ORIF",4B,Existing
89,SB802E,"ELBOW, TENNIS ELBOW, RELEASE",2B,Existing
90,SB803E,"ELBOW, VARIOUS LESIONS, RECONSTRUCTION WITH OR WITHOUT SYNOVECTOMY",5A,Existing
91,SB700F,"FACE, FRACTURE, ENDOSCOPIC REDUCTION AND
FIXATION",5C,Existing
92,SB701F,"FACE, FRACTURES (PANFACIAL), OPEN REDUCTION AND INTERNAL FIXATION",7C,Existing
93,SB702F,"FEMUR, DELAYED/NON UNION, WITH RE-INTERNAL
FIXATION AND BONE GRAFTING",5A,Existing
94,SB703F,"FEMUR, FRACTURE (COMPLEX INTRA-ARTICULAR), OPEN REDUCTION AND INTERNAL FIXATION (ORIF) WITH PLATE AND SCREWS",5C,Existing
95,SB733F,"FEMUR, LENGTH DISCREPANCIES, GRADUAL LENGTHENING PROCEDURES WITH OSTEOTOMY AND INTRAMEDULLARY NAIL",5C,New
96,SB705F,"FEMUR, FRACTURE (MULTIFRAGMENTARY), INTRAMEDULLARY NAILING (WITH OR WITHOUT LOCKING)",5A,Existing
97,SB706F,"FEMUR, FRACTURE (INTERCONDYLAR), OPEN REDUCTION AND INTERNAL FIXATION (ORIF)",5A,Existing
98,SB707F,"FEMUR, NECK OF FEMUR FRACTURE (PAEDIATRIC), PIN
FIXATION",4B,Existing
99,SB708F,"FEMUR, FRACTURE (PAEDIATRIC SHAFT), INTRAMEDULLARY FLEXIBLE NAILING",4A,Existing
100,SB709F,"FEMUR, FRACTURE (SINGLE CONDYLAR), OPEN
REDUCTION AND INTERNAL FIXATION (ORIF)",4B,Existing
101,SB710F,"FEMUR, SLIPPED CAPITAL FEMORAL EPIPHYSIS (SCFE), SCREW FIXATION",4B,Existing
102,SB711F,"FINGER, DEFECT/CONTRACTURE (MULTIPLE),
RECONSTRUCTION",4C,Existing
103,SB712F,"FINGER, VARIOUS LESIONS, RAY AMPUTATION (MULTIPLE)",3C,Existing
104,SB713F,"FOREARM, RADIAL HEAD FRACTURE, OPEN REDUCTION OF RADIAL HEAD FOR MISSED MONTEGGIA",4A,Existing
105,SB714F,"FOREARM, RADIUS/ULNA SHAFT FRACTURE, INTRAMEDULLARY ROD",4B,Existing
106,SB715F,"FOOT, ACHILLES TENDON RECONSTRUCTION",4A,Existing
107,SB716F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV),
BILATERAL RELEASE",6A,Existing
108,SB717F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), MEDIAL RELEASE",4A,Existing
109,SB718F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), POST MEDIAL RELEASE",4C,Existing
110,SB719F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), POST RELEASE",4A,Existing
111,SB720F,"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), POSTERIOR MEDIAL RELEASE WITH REVISION",5C,Existing
112,SB721F,"FOOT, FRACTURES, COMPLEX, MULTIPLE, INCLUDING TALUS AND CALCANEUM, OPEN REDUCTION AND INTERNAL FIXATION",5A,Existing
113,SB722F,"FOOT, FRACTURES, SIMPLE, SINGLE",3A,Existing
114,SB724F,"FOOT, HAGLUND'S DEFORMITY/ ACHILLES
TENDINOPATHY, OSTEOTOMY/ DEBRIDEMENT AND REATTACHMENT",3C,Descriptor change
115,SB725F,"FOOT, ONE BONE OSTEOTOMY WITH SOFT TISSUE RELEASE, CUBOID",5A,Existing
116,SB726F,"FOOT, ONE BONE OSTEOTOMY WITH SOFT TISSUE
RELEASE, DWYER’S (CALCANEAL)",5A,Existing
117,SB727F,"FOOT, MULTIPLE FOOT OSTEOTOMIES",5C,Existing
118,SB732F,"FOOT, HALLUX VALGUS/HAMMER TOE, PROXIMAL OSTEOTOMY, WITH OR WITHOUT SOFT TISSUE RECONSTRUCTION",3C,Existing
119,SB800F,"FACE, CONTOUR DEFECT, RECONSTRUCTION / INSERTION OF IMPLANT(S)",4A,Existing
120,SB801F,"FACE, DEFECT / DEFORMITY, RECONSTRUCTION / INSERTION OF IMPLANT",5C,Existing
121,SB802F,"FACE, FRACTURES (MORE THAN 2), OPEN REDUCTION AND INTERNAL FIXATION",6B,Existing
122,SB803F,"FACE, INFECTION / OSTEOMYELITIS, MAJOR DRAINAGE/SEQUESTRECTOMY",3B,Existing
123,SB804F,"FACE, INFECTION / OSTEOMYELITIS, SIMPLE DRAINAGE
/SEQUESTRECTOMY",2C,Existing
124,SB805F,"FACE, INTRAOSSEOUS TUMOR (LARGE), EXCISION",5C,Existing
125,SB806F,"FACE, INTRAOSSEOUS TUMOR (SMALL), EXCISION",3A,Existing
126,SB807F,"FASCIA PALMAR, DUPUYTREN'S CONTRACTURE, FASCIECTOMY (MULTIPLE)",5C,Existing
127,SB808F,"FASCIA PALMAR, DUPUYTREN'S CONTRACTURE,
FASCIECTOMY (SINGLE)",4A,Existing
128,SB809F,"FEMUR, DELAYED/NON UNION, WITH BONE GRATING",4A,Existing
129,SB810F,"FEMUR, FRACTURE (FEMUR SHAFT), INTRAMEDULLARY NAILING/ROD (WITH OR WITHOUT LOCKING)",5A,Existing
130,SB811F,"FEMUR, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATE AND SCREWS",5A,Existing
131,SB812F,"FINGER, DEFECT/CONTRACTURE (SINGLE), RECONSTRUCTION",3C,Existing
132,SB813F,"FINGER, DEFORMITIES, CORRECTION",4A,Existing
133,SB814F,"FINGER, INJURY, DEBRIDEMENT",1B,Existing
134,SB816F,"FINGER, RING CONSTRICTION (SINGLE), CORRECTION",3B,Existing
135,SB817F,"FINGER, RING CONSTRICTION (MULTIPLE), CORRECTION",5C,Existing
136,SB818F,"FINGER, SWAN NECK/BOUTONNIERE DEFORMITY (SINGLE), CORRECTION",4A,Existing
137,SB819F,"FINGER, SYNDACTYLY (MULTIPLE), SEPARATION",5C,Existing
138,SB820F,"FINGER, SYNDACTYLY (SINGLE), CORRECTION",4A,Existing
139,SB821F,"FINGER, TRAUMA, REPLANTATION (MULTIPLE)",7B,Existing
140,SB822F,"FINGER, TRAUMA, REPLANTATION/TRANSPLANTATION (SINGLE)",6B,Existing
141,SB823F,"FINGER, TRAUMA, TERMINALISATION (MULTIPLE)",3B,Existing
142,SB824F,"FINGER, TRAUMA, TERMINALISATION (SINGLE)",2C,Existing
143,SB825F,"FINGER, VARIOUS LESIONS, AMPUTATION (MULTIPLE)",2C,Existing
144,SB826F,"FINGER, VARIOUS LESIONS, AMPUTATION (SINGLE)",2A,Existing
145,SB827F,"HAND, FREE TOE PULP TRANSFER",7C,Existing
146,SB828F,"FINGER, VARIOUS LESIONS, RAY AMPUTATION (SINGLE)",3A,Existing
147,SB829F,"FINGER, VARIOUS LESIONS, SYNOVECTOMY WITH SOFT TISSUE RECONSTRUCTION",5C,Existing
148,SB830F,"FOOT, CRUSH INJURIES (COMPLEX), WOUND DEBRIDEMENT",3B,Existing
149,SB831F,"FOOT, CRUSH INJURIES (SIMPLE), WOUND
DEBRIDEMENT",1B,Existing
150,SB832F,"FOOT, HALLUX VALGUS/HAMMER TOE, SOFT TISSUE RECONSTRUCTION",3B,Existing
151,SB833F,"FOOT, POLYDACTYLY, EXCISION",1A,Existing
152,SB834F,"FOOT, POLYDACTYLY, EXCISION WITH
RECONSTRUCTION",4A,Existing
153,SB835F,"FOOT, VARIOUS LESIONS, OSTEOTOMY, WITH OR WITHOUT TENDON RECONSTRUCTION",3A,Existing
154,SB836F,"FOOT, VARIOUS LESIONS, MORE THAN ONE JOINT,
ARTHRODESIS",5C,Existing
155,SB837F,"FINGER, MACRODACTYLY, SURGICAL REDUCTION OF ENLARGED ELEMENTS, SINGLE DIGIT",3A,Existing
156,SB838F,"FINGER, MACRODACTYLY, SURGICAL REDUCTION OF
ENLARGED ELEMENTS, MULTIPLE DIGITS",4A,Existing
157,SB700H,"KNEE, THERAPEUTIC ARTHROSCOPY, WITH/WITHOUT SYNOVECTOMY",4A,Descriptor change
158,SB701H,"HAND AND WRIST, RHEUMATOID HAND RECONSTRUCTION INCLUDING MULTIPLE JOINT SYNOVECTOMY, BONE/JOINT PROCEDURES WITH ARTHROPLASTY (MULTIPLE) AND SOFT TISSUE
PROCEDURES",6C,Existing
159,SB702H,"HAND AND WRIST,  RHEUMATOID HAND RECONSTRUCTION INCLUDING SYNOVECTOMY, BONE/JOINT PROCEDURES WITH/WITHOUT
REPLACEMENT ARTHROPLASTY, AND SOFT TISSUE PROCEDURES",5C,Existing
160,SB703H,"HAND, CLOSED FRACTURE, ORIF (MULTIPLE), NON-JOINT",5A,Existing
161,SB704H,"HAND, CLOSED FRACTURE, ORIF/PLATE AND SCREWS
(SINGLE), JOINT/NON-JOINT",3C,Existing
162,SB705H,"HAND, CLOSED FRACTURE, ORIF WITH K- WIRE/CERCLAGE WIRE FIXATION",2C,Existing
163,SB706H,"HAND, COMPLEX INJURIES, DEBRIDEMENT WITH REPAIR/RECONSTRUCTION (MORE THAN 2 TENDONS
INVOLVED OR MORE THAN 2 FRACTURES)",5C,Existing
164,SB707H,"HAND, COMPLEX INJURIES, MICROSURGICAL REPAIR/RECONSTRUCTION, >1 DIGIT",6B,Existing
165,SB708H,"HAND, FLEXOR TENDON, TRIGGER FINGER (MULTIPLE), RELEASE",3A,Existing
166,SB709H,"HAND, FLEXOR TENDON, TRIGGER FINGER (SINGLE),
RELEASE",2A,Existing
167,SB710H,"HAND, FRACTURE OF FINGERS/METACARPALS, EXTERNAL FIXATION",3B,Existing
168,SB711H,"HAND, FRACTURE OF FINGERS/METACARPALS, NON- UNION, BONE-GRAFTING AND FIXATION (MULTIPLE)",4C,Existing
169,SB712H,"HAND, FRACTURE OF FINGERS/METACARPALS, NON- UNION, BONE-GRAFTING AND FIXATION (SINGLE)",3C,Existing
170,SB713H,"HAND, CLOSED FRACTURE, ORIF (MULTIPLE), JOINT",5C,Existing
171,SB714H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (MULTIPLE), JOINT",6A,Existing
172,SB715H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (MULTIPLE), NON-JOINT",5B,Existing
173,SB716H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), JOINT",4A,Existing
174,SB717H,"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), NON-JOINT",3B,Existing
175,SB718H,"HAND, SOFT TISSUE TUMOR, EXCISION >1.5CM SIZE",2C,Existing
176,SB719H,"HIP, ACETABULUM, FRACTURE, DOUBLE COLUMN FIXATION",6B,Existing
177,SB720H,"HIP, ACETABULUM, FRACTURE, SINGLE COLUMN FIXATION",5C,Existing
178,SB721H,"HIP, OPEN REDUCTION WITH ACETABULAR OR FEMORAL
OSTEOTOMIES",5B,Existing
179,SB722H,"HIP, SOFT TISSUE RELEASE AND OPEN REDUCTION ONLY",4C,Existing
180,SB723H,"HIP, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT WITH AUGMENTATION, REQUIRING
EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change
181,SB724H,"HIP, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT",6C,Descriptor change
182,SB725H,"HIP/KNEE, REMOVAL OF PROSTHESES WITH OR WITHOUT SPACER",5A,Existing
183,SB726H,"HUMERUS, CUBITUS VARUS, CORRECTIVE OSTEOTOMY WITH CAST OR PINNING",4B,Existing
184,SB727H,"HUMERUS, CUBITUS VARUS, CORRECTIVE OSTEOTOMY WITH PLATING",5A,Existing
185,SB728H,"HUMERUS, DELAYED/NON-UNION, RECONSTRUCTION WITH BONE GRAFTING WITHOUT INTERNAL FIXATION",4B,Existing
186,SB729H,"HUMERUS, HUMERUS SHAFT FRACTURE, CLOSED INTERLOCKING INTRAMEDULLARY NAIL",4A,Existing
187,SB730H,"HUMERUS, HUMERUS SHAFT FRACTURE, COMPLEX
MULTI-FRAGMENTARY INTRAMEDULLARY NAIL",4C,Existing
188,SB733H,"HAND, FLEXOR TENDON, PULLEY RECONSTRUCTION",4B,Existing
189,SB800H,"HAND, AMPUTATED DIGIT(S), TOE TO HAND TRANSFER",7B,Existing
190,SB801H,"HAND, CLOSED FRACTURE/DISLOCATION, OPEN REDUCTION AND FIXATION (SINGLE)",2C,Existing
191,SB802H,"HAND, COMPLEX INJURIES, DEBRIDEMENT WITH REPAIR/RECONSTRUCTION (1-2 TENDONS INVOLVED OR
1-2 FRACTURES)",5A,Existing
192,SB803H,"HAND, COMPLEX INJURIES, MICROSURGICAL
REPAIR/RECONSTRUCTION, SINGLE DIGIT",5C,Existing
193,SB804H,"HAND, CRUSH INJURIES (COMPLEX), WOUND DEBRIDEMENT",3C,Existing
194,SB805H,"HAND, CRUSH INJURIES (SIMPLE), WOUND
DEBRIDEMENT",1C,Existing
195,SB806H,"HAND, DEEP INFECTION, DRAINAGE",2C,Existing
196,SB807H,"HAND, DEFORMITIES, MAJOR RECONSTRUCTIVE PROCEDURES",5C,Existing
